id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,s_edu,s_political,s_hukou,s_work_exper,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,F,Z,q
4677,3,2,16,46,78,2015/7/29 13:13,1,31,1,1,1,1,1,0,1,100,0,1,0,0,1,0,0,0,0,167,95,2,3,3,1,1,1,1,1,4,1,1,2,5,4,5,5,4,4,2,3,5,5,5,3,5,1,3,3,1,4,3,2,4,2,6,1,1,2,2,20000,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,31,4,0,1,3,4,1,1,4,1,2,2,1,4,2,20000,5,4,4,4,5,5,4,5,4,4,3,5,80,60,60,60,60,60,60,60,60,1,1,0
4678,3,1,21,64,101,2015/7/16 18:48,2,39,1,1,1,10,4,20000,1,136,0,1,0,0,0,0,0,0,0,160,110,4,3,5,2,1,1,1,1,4,1,1,2,5,4,5,5,4,5,4,5,5,5,5,1,3,1,3,3,2,3,3,1,2,1,1,1,1,2,2,40000,3,3,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,14,42,12,1,2,1,3,4,1,3,1,5,3,2,3,3,100000,4,2,4,4,5,3,2,4,3,3,2,2,90,90,75,80,60,80,70,50,70,2,-1,-3
4679,3,2,28,81,121,2015/8/1 11:41,2,50,1,1,1,1,1,5000,1,120,0,0,1,0,0,0,0,0,0,157,105,3,5,3,1,1,1,1,1,3,1,1,2,5,3,5,5,4,3,5,5,5,5,5,3,1,1,3,3,1,4,3,3,3,3,3,1,1,2,2,60000,4,2,1,2,0,1,0,0,0,0,0,0,0,3,0,0,3,31,53,3,1,1,2,3,1,2,1,1,2,2,2,4,2,50000,4,3,4,4,4,3,1,3,2,3,1,3,78,80,77,60,70,74,84,76,85,0,0,-3
4680,3,1,27,79,119,2015/7/24 13:52,2,35,1,1,1,4,4,0,1,36,0,0,0,0,0,0,0,0,1,154,102,4,5,3,1,3,3,2,3,3,3,4,4,5,1,4,5,3,3,1,4,5,2,1,1,5,4,3,3,1,3,2,4,2,5,5,2,2,2,2,24000,3,2,0,2,0,1,0,0,0,0,0,0,0,0,1,1,3,4,32,4,1,1,1,3,1,1,1,1,15,3,1,5,3,10000,2,3,4,4,1,3,4,4,2,3,1,1,95,50,0,30,50,80,100,90,60,-2,0,3
4681,2,1,24,72,112,2015/8/2 17:35,1,51,1,1,4,4,4,36000,1,28,0,1,0,0,0,0,0,0,0,168,130,3,3,5,5,1,1,1,1,3,4,4,2,5,4,5,5,2,2,4,5,5,5,2,4,4,2,6,2,1,3,4,5,4,3,1,1,2,1,1,35000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,24,47,3,1,5,5,3,1,4,3,1,5,3,3,3,2,60000,5,4,4,4,4,4,4,4,4,4,3,3,60,60,0,70,0,40,45,50,0,-1,0,-4
4682,3,1,4,7,15,2015/10/1 14:45,2,64,1,1,1,4,4,20000,1,24,0,0,0,0,0,0,0,0,1,163,140,3,3,4,5,3,2,2,2,4,5,5,1,4,3,4,5,4,2,5,2,5,5,1,3,4,2,2,3,4,2,1,1,1,1,5,1,1,2,2,50000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,40,66,4,1,5,5,3,1,1,1,1,15,3,1,3,3,60000,5,4,4,4,4,4,4,4,4,4,4,3,60,60,30,30,30,50,50,50,50,0,0,-2
4683,3,2,19,57,92,2015/7/19 11:08,1,83,1,1,1,1,1,0,1,375,0,0,0,1,0,0,0,0,0,165,105,4,3,4,1,1,2,2,4,5,3,3,4,3,2,3,3,4,3,3,4,3,2,3,3,4,3,2,2,3,4,5,6,4,5,3,1,1,2,2,100000,4,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,55,81,1,1,1,3,1,1,2,1,1,2,2,2,3,2,150000,4,3,4,2,2,3,3,3,4,3,3,5,70,70,60,65,75,70,65,80,80,-1,-1,-2
4684,3,1,12,32,60,2015/8/4 14:49,2,50,1,1,1,4,4,15000,1,190,0,1,0,0,0,0,0,0,0,153,140,3,5,5,4,1,2,1,2,5,1,1,1,5,4,4,5,1,5,4,4,4,5,5,4,4,2,6,6,1,4,3,2,4,2,5,1,1,2,2,15000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2,2,25,49,3,1,5,5,3,1,1,1,1,2,3,1,4,2,30000,2,4,4,4,5,4,2,4,3,3,1,4,70,70,70,70,70,70,70,70,70,1,1,1
4685,3,1,22,66,106,2015/7/13 11:28,2,71,1,1,1,1,1,5000,1,200,0,0,0,1,0,0,0,0,0,156,90,3,4,4,1,2,1,1,2,3,1,1,1,5,3,5,5,3,2,5,5,5,5,5,3,3,2,2,2,1,4,5,3,5,2,4,1,1,2,2,40000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,7,0,71,4,0,1,3,1,1,2,1,1,2,2,1,4,2,20000,4,4,4,4,5,4,3,4,3,3,1,5,70,60,80,60,70,80,60,70,80,2,0,0
4686,3,1,1,1,4,2015/8/31 10:16,1,19,1,1,1,7,1,0,1,83,0,0,0,0,1,0,0,0,0,173,65,3,4,4,5,2,3,3,3,3,3,3,2,5,5,2,5,3,3,5,3,4,5,1,2,4,4,5,2,2,3,6,6,6,6,6,1,2,2,2,144000,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,4,0,1,3,7,1,1,7,1,1,2,2,3,2,50000,4,4,4,4,4,4,4,4,4,4,4,2,80,80,80,80,80,80,80,80,80,0,0,0
4687,3,1,1,1,4,2015/9/1 10:39,2,66,1,1,1,4,4,34800,1,62,0,1,1,1,0,0,0,0,0,160,104,3,2,5,5,1,4,1,4,4,3,1,1,5,4,1,5,4,4,4,1,5,5,5,3,4,3,3,5,4,2,5,3,5,3,5,1,1,1,2,81600,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,40,68,4,1,5,5,2,1,10,2,1,3,3,1,4,3,50000,4,4,4,4,4,4,4,4,4,4,3,4,80,80,80,80,80,80,80,80,75,2,0,-2
4688,4,2,5,10,26,2015/7/31 10:02,2,45,1,1,1,3,4,10000,1,300,0,0,1,0,0,0,0,0,0,165,94,2,2,3,1,1,1,1,1,5,1,1,1,5,4,5,5,4,4,2,5,5,5,5,1,2,1,3,3,1,5,8,5,10,2,1,1,1,2,2,120000,4,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,23,44,4,1,1,3,3,1,2,1,1,2,2,1,5,1,120000,5,4,4,4,4,4,2,5,3,3,1,5,90,100,100,90,90,90,90,90,90,3,2,1
4689,4,2,5,9,25,2015/8/6 9:12,1,28,1,1,1,4,4,75000,1,90,0,1,0,0,0,0,0,0,0,176,136,5,5,5,1,1,3,3,1,4,4,2,1,4,4,2,5,3,3,2,5,5,5,1,3,3,2,2,2,2,4,3,2,5,2,3,1,1,2,2,75000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,26,4,1,1,3,3,1,2,3,1,2,2,2,5,2,100000,5,4,4,4,5,4,3,5,3,3,1,5,60,60,60,70,70,60,55,60,70,1,2,-2
4690,3,1,22,66,105,2015/7/11 14:09,2,39,1,1,1,7,4,40000,4,90,0,0,1,0,0,0,0,0,0,160,120,3,4,3,2,2,4,4,1,5,5,4,1,4,3,2,4,4,4,3,1,4,5,1,2,4,3,6,6,2,4,4,1,4,2,1,1,2,2,2,80000,3,3,1,2,0,0,1,0,0,0,0,0,0,1,0,1,3,17,44,10,4,2,1,4,4,2,4,1,2,3,1,4,2,60000,4,5,4,4,4,4,3,4,4,3,3,3,80,80,70,70,70,70,80,80,70,3,0,-5
4691,2,2,30,85,128,2015/10/18 18:18,2,32,1,0,3,4,2,0,1,400,0,0,0,0,1,0,0,0,0,156,120,4,5,2,1,3,2,3,2,5,5,3,1,5,2,5,4,4,3,2,4,4,4,1,2,4,3,5,3,1,3,5,2,7,2,2,1,2,2,2,20000,5,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,5,33,4,1,1,1,3,1,5,3,1,5,2,2,4,3,30000,4,4,4,4,4,4,4,5,5,4,1,3,60,50,50,40,60,60,70,40,40,3,2,-1
4692,3,1,29,82,125,2015/7/22 16:15,2,35,1,1,1,4,4,0,1,12,0,0,0,0,0,0,0,0,1,150,100,4,5,5,1,2,1,1,3,4,4,4,1,4,4,5,5,4,4,5,2,5,5,2,2,3,2,1,3,2,4,3,2,4,2,6,1,2,2,2,10000,2,1,0,2,0,1,0,0,0,0,0,0,0,2,0,2,3,16,37,4,1,2,1,1,1,2,1,1,2,3,2,3,3,100000,3,3,3,3,3,3,3,3,3,3,2,4,60,60,60,50,60,60,60,60,60,1,1,-2
4693,3,1,27,77,117,2015/7/19 18:40,1,46,1,1,1,6,4,50000,1,154,0,1,0,0,0,0,0,0,0,173,190,4,5,4,2,2,2,2,2,2,4,1,4,4,4,5,5,3,3,1,4,4,5,1,2,2,1,6,5,5,1,5,5,5,5,1,1,1,2,2,100000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,16,36,6,1,2,1,11,4,1,6,4,1,2,2,3,2,1000000,5,4,4,2,5,5,2,5,2,3,1,5,40,40,40,60,40,40,40,60,50,0,0,-10
4694,2,2,24,72,112,2015/8/3 17:07,2,61,1,0,4,1,1,0,1,100,0,0,1,0,0,0,0,0,0,160,90,2,3,2,1,1,1,1,1,1,1,1,5,5,1,5,5,4,3,5,5,5,5,5,4,4,1,1,2,1,2,5,4,6,2,4,1,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,2,0,3,41,73,4,4,1,3,1,1,2,1,1,2,2,1,3,2,50000,5,5,5,5,5,4,5,4,4,3,3,5,70,60,50,55,60,80,70,80,30,1,1,-12
4695,3,2,22,65,104,2015/7/10 8:37,1,65,1,1,1,4,3,4000,4,150,0,1,0,0,0,0,0,0,0,160,105,2,2,3,1,1,2,2,3,4,1,1,2,5,3,4,4,4,3,4,1,5,5,5,4,3,2,2,2,1,4,5,6,6,5,3,1,1,2,2,50000,6,3,2,2,0,1,0,0,0,0,0,0,0,1,1,0,3,38,63,3,1,1,1,1,1,2,1,1,2,3,1,4,2,50000,4,4,4,4,4,4,4,4,4,4,2,4,80,80,80,80,80,80,80,80,80,-1,1,-2
4696,3,2,19,57,92,2015/7/18 10:13,1,25,1,0,3,6,4,100000,2,600,0,0,0,0,1,0,0,0,0,175,130,5,5,5,2,1,2,2,3,3,4,4,1,3,2,3,2,2,3,3,3,4,5,1,4,4,3,2,3,4,2,6,6,8,6,1,1,2,2,2,40000,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,4,0,1,3,4,1,9,3,1,9,1,1,2,2,200000,5,4,3,3,4,4,3,3,2,2,1,4,60,80,70,60,60,80,50,60,70,0,2,0
4697,3,1,27,78,118,2015/8/2 19:22,1,53,1,1,1,6,4,35000,1,70,0,1,1,0,0,0,0,0,0,175,160,2,3,4,2,1,1,1,1,5,1,1,1,5,4,5,5,3,3,5,5,5,5,5,1,2,2,3,3,1,2,2,2,4,2,1,1,1,2,2,50000,5,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,32,53,6,1,2,5,1,1,2,1,1,2,3,2,4,2,200000,4,2,2,2,5,4,2,3,2,2,3,3,60,60,65,70,60,70,60,70,70,0,2,0
4698,3,1,5,11,27,2015/7/27 16:17,1,34,1,1,1,6,4,80000,1,79,0,1,0,0,0,0,0,0,0,184,152,4,5,5,1,3,1,1,5,2,5,3,4,4,4,4,4,3,2,3,4,4,5,1,3,4,2,7,6,2,5,5,2,7,2,1,1,1,2,2,130000,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,3,14,38,6,1,1,1,4,1,2,4,1,2,2,1,4,2,150000,2,4,4,4,5,3,3,3,3,3,1,2,60,40,30,20,60,60,50,40,50,3,2,4
4699,3,1,17,50,83,2015/7/24 15:51,1,65,1,1,1,4,4,19200,1,180,0,0,1,0,0,0,0,0,0,162,140,3,4,5,2,1,2,2,4,4,1,1,1,5,5,4,5,4,4,5,3,5,3,5,2,4,3,5,5,1,4,7,6,8,1,5,1,2,2,2,70000,6,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,44,66,4,1,2,5,1,1,2,1,1,2,2,2,5,2,36000,4,4,4,4,5,5,4,4,2,4,2,4,80,60,65,80,70,50,50,50,50,1,1,1
4700,1,2,28,81,122,2015/8/1 15:33,2,56,1,1,1,1,1,4000,1,120,0,0,1,0,0,0,0,0,0,154,103,3,4,3,1,1,1,1,2,3,1,1,1,5,3,5,5,4,2,5,5,5,5,5,3,3,1,1,1,2,2,5,4,6,2,3,1,2,2,2,11000,2,3,1,2,0,1,0,0,0,0,0,0,0,3,2,0,3,38,61,1,1,1,3,1,1,2,1,1,2,2,2,3,2,50000,5,4,5,5,5,4,3,4,3,3,2,4,80,80,70,70,70,70,60,90,80,1,1,-5
4701,3,1,6,13,29,2015/8/5 8:17,1,46,1,1,1,4,3,10000,1,80,0,1,0,0,0,0,0,0,0,172,163,5,4,4,1,1,1,1,1,4,1,1,1,5,5,5,5,3,4,5,4,3,5,4,3,2,1,3,2,3,3,6,7,6,7,3,1,2,2,2,20000,4,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,3,26,47,4,1,1,3,3,1,2,3,1,2,1,1,3,2,20000,3,4,3,4,3,4,1,1,3,3,1,3,80,75,90,75,87,90,85,75,80,-1,0,1
4702,3,1,10,27,49,2015/7/26 9:02,2,51,1,1,1,4,4,30000,1,64,0,0,1,0,0,0,0,0,0,165,144,3,5,4,2,1,2,2,1,5,5,1,1,5,3,5,4,2,3,5,1,5,5,1,4,4,1,1,3,1,4,6,6,8,4,1,1,1,2,2,120000,2,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,29,51,6,1,2,1,3,1,1,3,4,1,2,2,4,2,50000,4,4,3,3,5,5,3,4,3,3,3,5,80,80,70,70,80,80,70,80,80,0,2,0
4703,3,1,11,29,52,2015/7/20 11:08,2,68,1,1,1,7,4,39000,1,90,0,0,1,0,0,0,0,0,0,162,158,3,3,4,5,4,4,4,2,4,1,1,1,5,4,1,4,4,4,4,4,5,5,5,2,3,3,6,3,1,4,5,4,5,3,5,1,1,2,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,46,71,4,4,5,5,4,1,1,4,1,1,2,2,4,2,100000,4,4,4,4,4,4,4,4,3,3,1,3,80,80,80,80,80,80,80,80,80,1,0,-3
4704,3,1,18,52,85,2015/7/22 9:55,1,69,1,1,1,3,4,24000,1,140,0,1,0,0,0,0,0,0,0,170,120,4,4,4,2,2,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,4,1,1,1,1,2,5,3,6,2,5,1,1,2,2,24000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,7,47,69,4,0,1,3,1,1,5,1,1,5,2,1,4,2,20000,4,4,4,4,5,4,2,4,3,3,2,4,80,90,70,70,70,80,80,80,80,2,1,0
4705,2,1,12,34,63,2015/8/15 16:48,2,50,1,0,3,3,4,70000,1,40,0,0,0,0,0,0,0,0,1,164,120,4,3,4,1,3,2,1,2,3,4,1,4,4,1,5,5,4,4,3,1,5,2,2,3,3,2,6,6,4,3,5,3,5,2,1,1,1,2,2,100000,2,2,1,1,0,0,1,0,0,0,0,0,0,1,1,2,3,27,49,4,1,1,1,3,1,2,1,1,2,2,2,4,3,100000,4,3,3,3,4,4,4,3,4,4,1,4,80,75,65,70,70,60,80,60,60,2,0,1
4706,3,1,11,30,53,2015/7/17 18:10,1,50,1,0,8,3,4,400000,1,260,0,0,0,0,0,0,0,0,1,178,160,2,2,2,1,1,1,1,1,5,4,1,1,5,4,5,5,4,4,1,2,5,5,2,4,4,1,2,2,1,1,1,1,1,1,1,1,2,2,2,50000,5,3,0,2,0,1,0,0,0,0,0,0,0,1,2,2,3,26,49,3,1,1,1,3,4,1,3,1,15,2,2,5,2,100000,5,5,5,4,5,4,2,5,5,2,1,3,90,90,50,80,60,60,60,80,70,0,0,-1
4707,3,1,4,7,21,2015/9/17 11:29,2,56,1,1,1,6,4,20000,1,55,0,0,0,0,0,0,0,0,1,158,120,3,5,3,5,2,2,2,2,5,1,1,1,5,3,3,5,3,5,5,5,5,5,5,1,4,1,3,3,1,2,5,5,7,4,1,1,1,2,2,80000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,33,60,6,4,5,5,4,1,1,4,1,1,3,2,4,3,36000,4,4,4,4,5,2,2,4,2,2,1,3,90,80,70,90,90,90,90,90,90,0,2,-4
4708,2,2,2,4,11,2015/7/30 16:37,1,74,8,1,1,1,1,2500,1,20,0,1,1,0,0,0,0,0,0,155,95,5,4,5,1,1,1,1,1,2,1,1,3,5,5,5,5,5,3,5,5,5,5,5,2,2,1,5,5,1,4,3,1,3,1,3,1,1,2,2,5000,2,2,1,2,0,1,0,0,0,0,0,0,0,3,1,0,3,0,69,1,1,1,3,1,1,16,1,1,2,3,3,3,2,7000,4,4,4,4,4,4,3,4,3,3,2,5,90,90,60,95,80,80,85,70,90,2,0,-5
4709,3,1,21,62,98,2015/7/19 8:14,1,42,1,1,1,3,4,20000,1,450,0,0,0,0,0,0,0,0,1,173,140,4,5,2,1,1,1,1,1,4,4,1,2,5,4,4,4,3,3,5,5,5,2,3,2,2,1,2,2,2,3,4,2,5,1,1,1,1,2,2,20000,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,20,41,3,1,1,1,3,1,2,3,1,2,3,3,4,2,50000,3,3,3,3,3,2,3,4,4,2,1,2,100,0,90,90,80,80,90,80,80,2,1,-1
4710,4,1,19,57,93,2015/7/14 15:11,1,52,1,1,1,4,4,40000,2,30,0,0,0,0,0,0,0,0,1,168,140,3,3,3,1,3,4,2,4,5,5,4,1,3,2,1,5,3,4,1,2,5,5,1,5,4,2,2,1,5,1,3,3,5,1,1,1,1,2,2,40000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,27,47,3,1,1,1,1,4,2,1,1,2,3,3,4,4,60000,1,4,1,1,3,4,4,5,2,4,1,5,50,50,70,35,50,60,30,60,40,0,2,-5
4711,3,2,22,66,106,2015/7/11 14:10,2,58,1,1,1,6,4,50000,1,300,0,0,1,0,0,0,0,0,0,150,100,2,3,3,1,1,1,1,3,4,1,1,1,5,3,5,5,5,3,5,5,5,5,5,4,3,1,3,3,1,4,5,5,6,4,3,1,1,2,2,77000,4,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,3,35,59,6,1,1,1,1,1,2,1,1,2,2,1,3,2,100000,3,3,3,3,4,4,2,4,3,3,1,4,60,50,60,50,70,70,40,60,60,0,1,-1
4712,4,2,17,49,82,2015/7/28 17:55,2,25,1,1,1,4,4,0,1,120,0,0,0,0,0,1,0,0,0,165,100,5,5,5,1,1,1,1,1,3,2,1,2,5,3,5,5,2,1,2,5,5,5,2,4,2,1,1,1,1,1,5,5,6,5,5,1,2,2,2,40000,5,3,2,2,0,1,0,0,0,0,0,0,0,1,0,1,3,5,24,4,1,1,1,3,1,2,3,1,2,2,2,4,2,50000,4,4,4,4,4,4,3,3,3,3,2,4,80,80,80,80,80,80,80,80,80,0,1,1
4713,3,2,11,30,53,2015/7/20 9:59,1,21,1,1,1,12,1,0,2,100,0,0,0,0,1,0,0,0,0,169,130,4,4,4,1,1,2,2,3,4,5,1,1,4,4,1,3,4,4,1,2,4,5,1,2,4,5,5,5,2,4,4,3,6,3,6,1,2,2,2,40000,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,4,0,1,3,4,1,9,6,1,7,3,1,3,2,70000,5,4,4,4,5,5,1,5,4,4,1,3,50,80,80,80,50,70,70,70,80,1,2,0
4714,3,1,6,15,31,2015/8/12 15:00,2,84,1,1,1,1,1,15000,1,120,0,0,0,1,0,0,0,0,0,155,100,4,3,3,1,1,1,1,1,4,1,1,1,5,1,5,5,4,2,5,5,5,5,5,4,3,2,1,1,1,4,4,4,5,2,4,1,1,2,2,40000,3,3,1,1,1,0,0,0,0,0,0,0,0,2,0,0,7,61,84,4,0,1,3,1,1,2,1,1,2,2,2,3,2,30000,3,3,3,3,5,4,3,4,3,3,2,4,85,85,85,85,85,85,85,85,85,0,1,0
4715,3,1,22,66,105,2015/7/8 9:55,2,63,1,1,1,3,4,0,1,800,0,1,0,0,0,0,0,0,0,155,115,4,5,4,2,1,1,1,1,4,1,1,1,5,1,5,5,4,4,5,3,5,5,5,5,4,1,1,1,1,2,5,5,6,1,5,1,2,2,2,20000,2,3,3,2,0,1,0,0,0,0,0,0,0,2,1,0,3,37,68,4,1,2,5,2,1,2,2,1,2,2,3,3,2,200000,4,4,4,4,4,4,4,4,2,4,1,4,90,70,80,80,60,80,80,70,80,0,1,-5
4716,3,1,15,43,74,2015/7/12 10:13,2,36,1,1,1,11,4,35000,1,180,0,0,0,0,0,1,0,0,0,160,110,5,4,4,2,1,2,2,3,4,5,3,2,4,3,4,4,3,3,3,4,5,4,1,2,3,3,4,3,4,4,5,4,6,4,1,1,1,2,2,100000,6,4,1,2,0,1,0,0,0,0,0,0,0,2,0,2,3,11,37,5,1,2,1,7,1,1,4,1,1,2,1,4,2,50000,4,4,4,3,5,4,4,5,4,3,3,3,80,70,80,70,70,80,80,70,80,1,1,-1
4717,2,1,27,79,119,2015/7/23 19:01,1,84,3,1,1,4,2,31000,4,43,0,0,0,1,0,0,0,0,0,176,150,3,3,4,2,1,3,2,1,5,1,1,1,5,3,3,5,4,3,5,1,5,5,5,1,4,1,3,3,1,4,6,4,6,2,5,1,1,2,2,61000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,2,0,3,61,82,4,1,2,5,2,1,9,1,1,15,3,1,3,4,50000,4,4,4,4,4,4,4,4,3,4,2,2,85,55,60,60,60,50,60,75,70,2,0,-2
4718,3,1,6,14,30,2015/8/7 12:51,2,29,1,1,1,4,4,0,1,120,0,0,0,0,0,1,0,0,0,160,108,5,5,5,1,1,2,2,2,5,5,1,1,5,2,4,5,4,4,3,5,5,3,5,3,3,1,2,2,4,4,1,1,5,1,5,1,2,2,2,30000,3,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,1,31,6,2,1,5,3,1,2,3,1,2,3,2,4,2,300000,4,2,3,3,5,2,2,3,1,1,1,4,60,70,50,50,50,60,60,50,50,0,4,-2
4719,3,2,23,69,109,2015/9/25 19:43,2,23,1,1,1,4,4,40000,1,20,0,0,0,0,1,0,0,0,0,160,98,5,5,4,1,1,2,2,2,5,2,2,1,4,2,2,3,4,2,1,5,4,4,4,2,4,2,6,2,1,4,5,5,9,5,5,1,1,2,2,4000,5,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,24,4,1,1,1,1,1,2,6,1,2,2,3,3,3,50000,4,4,4,4,4,4,4,4,4,4,3,3,70,80,70,80,80,80,70,70,70,0,4,-1
4720,3,2,31,87,130,2015/8/15 16:36,2,35,1,1,1,4,4,20000,1,90,0,0,0,0,1,0,0,0,0,160,118,5,4,4,1,1,1,1,2,5,3,1,1,5,4,5,5,4,4,3,5,5,5,3,3,4,1,5,6,1,4,3,2,3,1,1,1,2,2,2,60000,5,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,6,15,35,4,0,1,3,3,1,2,3,1,2,3,2,3,3,40000,4,3,3,3,5,4,2,3,4,3,1,3,80,70,70,70,70,75,80,80,70,1,0,0
4721,3,1,22,66,106,2015/7/13 10:23,1,56,1,1,1,6,4,0,1,120,0,1,0,0,0,0,0,0,0,168,158,4,4,4,2,2,4,2,2,4,1,1,1,5,4,1,4,4,4,5,3,5,5,4,5,4,2,1,2,1,4,5,5,5,3,1,1,1,2,2,100000,3,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,36,57,6,1,2,1,6,1,2,1,1,11,3,1,4,3,40000,2,2,2,2,4,3,2,3,3,3,2,5,80,60,90,70,70,70,60,70,79,0,0,1
4722,3,2,29,83,126,2015/7/20 10:43,2,33,1,1,1,4,4,0,1,80,0,0,0,0,0,1,0,0,0,155,94,5,5,5,1,1,2,2,1,4,3,2,2,5,1,4,5,2,2,3,4,5,2,2,3,4,4,2,2,2,2,4,3,5,3,5,1,1,2,2,30000,4,3,1,2,0,1,0,0,0,0,0,0,0,0,2,2,3,11,35,4,1,1,1,6,4,2,6,1,2,2,1,4,3,50000,4,3,4,4,5,4,3,3,2,2,1,3,70,80,70,70,70,70,60,80,50,1,1,-2
4723,3,2,10,27,50,2015/7/29 14:46,1,59,1,1,1,3,4,10000,1,240,0,1,0,0,0,0,0,0,0,160,120,3,4,4,1,1,1,1,3,4,1,1,1,5,4,5,5,4,4,3,1,5,5,5,2,4,1,5,5,6,3,5,5,4,4,2,1,1,2,2,10000,4,2,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,0,59,1,1,1,6,1,1,2,1,1,2,3,2,5,2,20000,5,5,4,4,5,5,4,5,5,3,1,5,70,80,85,80,75,80,80,80,75,0,-1,0
4724,2,1,26,74,114,2015/8/10 11:33,1,40,1,0,4,1,1,8000,1,70,0,0,0,0,0,0,0,0,1,160,100,3,3,3,1,1,1,1,1,4,1,1,3,5,5,5,5,4,4,5,5,5,5,5,3,1,1,6,6,2,4,1,1,3,1,1,1,2,2,2,10000,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40,4,0,1,3,1,1,2,1,1,15,3,1,3,3,30000,4,4,4,4,4,4,4,4,4,3,1,3,70,60,70,60,60,60,60,60,60,0,2,0
4725,2,1,12,32,59,2015/8/9 15:41,2,61,1,1,1,5,4,30000,1,15,0,0,0,0,0,0,0,0,1,156,94,3,3,3,5,1,2,2,3,4,4,2,1,3,2,1,3,4,2,3,4,5,4,1,3,3,2,3,5,2,2,7,6,8,5,5,1,1,2,2,30000,1,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,7,38,61,4,0,1,3,3,1,1,3,1,1,2,2,4,3,2000000,4,3,4,3,4,4,4,4,3,4,4,4,70,60,50,60,70,60,70,50,60,1,1,0
4726,3,2,21,64,100,2015/7/19 11:19,1,64,1,1,1,3,4,3000,1,150,0,0,0,1,0,0,0,0,0,160,120,4,4,4,1,1,1,1,1,5,1,1,1,5,5,5,5,4,3,5,5,5,5,5,3,3,1,3,4,1,3,3,4,3,1,3,1,1,2,2,25000,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,38,62,1,1,1,4,2,1,2,1,1,15,3,3,4,3,50000,4,4,4,3,4,4,3,4,3,3,2,5,80,80,80,80,80,80,80,80,80,-1,0,-2
